Collection_ID	Family	Genus	Species	Country	Province	County	Latitude	Longitude	Month	Year	Population	Eye	Mouth_position	Caudal_fin_shape	Eye	Eye_ball	Snout	Mouth_width	Mouth_length	AD	B_height	C_height	D_height	DI	AE	FG	FH	IM	IK	I_depth	JL	JW	K_depth	NO	O_depth	NP	QR	QU	ST	RV	AS	AT	DID
AA67	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.56	106.87	April	2019	Mi8	Reduced	Sub-Terminal	forked	3.61	0.87	6.77	4.36	3.28	15.05	3.86	5.92	11.04	21.38	19.73	2.4	16.08	13.92	9.9	15.91	13.2	2.55	11.43	6.93	7.39	13	7.78	18.43	8.14	NA	68.22	76.36	22.94
AA68	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	3.18	0.63	5.85	2.82	2.01	12.8	3.73	5.07	9.04	16.79	17.38	2.25	11.71	13.17	8.02	13.39	10.72	1.9	9.63	6.86	6.35	10.16	6.54	17.66	8.05	16.73	57.47	65.52	7.46
AA69	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	5.62	7.06	5.91	5.25	17.45	6.99	10.33	14.34	28.17	22.76	2.94	12.01	13.3	10.3	19.43	10.99	3.51	13.84	7.17	9.27	11.77	9.04	19.07	10.52	19.43	74.94	85.46	21.57
AA70	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.56	106.87	April	2019	Mi8	Reduced	Sub-Terminal	forked	5.83	1.75	8.25	5.1	2.73	20.04	5.71	9.79	16.92	29.02	25.15	4.68	NA	23.54	17.27	31.11	20.02	3.99	23.56	8.79	14.33	17.25	12.91	NA	15.17	29.16	99.7	114.87	10.95
AA71	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	3.26	1.13	5.24	5	2.19	12.75	3.74	5.18	8.75	16.15	17.35	2.06	14.49	14.12	8.8	14.42	12.93	2.97	10.12	5.29	6.88	11.82	6.6	18.55	NA	18.66	57.68	NA	10.66
AA72	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	3.57	0.88	8.65	7.81	4.78	19.9	5.78	8.92	14.96	28.84	23.96	3.58	24.39	23.47	14.26	28.5	20.5	4.5	21.7	7.91	13.36	15.77	12.43	28.07	11.94	28.15	91.87	103.81	29.97
AA73	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	5.49	1.51	9.94	7.24	6.08	23.47	5.44	10.45	17.27	37.96	29.51	4.46	32.43	23.85	19.01	34.34	23.62	6.05	26.57	11.77	16.67	21.03	15.22	31.57	14.01	31.75	113.91	127.92	82.4
AA74	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.56	106.87	April	2019	Mi8	Reduced	Sub-Terminal	forked	4.99	1.1	6.07	5.15	3.55	16.02	5.23	7.44	12.07	25.1	20.17	2.66	16.78	16.38	11.16	17.47	14.24	3.18	11.72	7.7	8.05	15.95	8.55	NA	NA	NA	71.89	NA	31.55
AA75	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	4.93	1.63	8.28	6.64	4.89	19.6	5.36	7.93	15.13	25.58	25.45	5.18	25.24	21.99	16.08	26.77	20.48	4.78	20.36	11.17	12.89	15.99	12.13	26.41	11.89	27.71	92.26	104.15	23.92
AA82	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	2.97	2.42	2.01	2.38	7.91	3.27	4.91	6.31	10.09	9.69	NA	NA	NA	4.03	6.84	5.52	0.97	4.92	2.56	3.32	4.69	3.34	10.24	5.59	NA	30.33	35.92	3.49
AA85	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	2.9	3.09	2.02	2.37	8.17	3.64	4.67	6.98	10.61	10.05	1.18	7.07	7.07	4.11	7.99	5.97	1.34	4.81	2.49	3.65	5.31	3.84	9.74	5.61	9.92	31.06	36.67	1.94
AA86	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	3.22	4.31	3.94	2.69	10.88	4.85	6.69	8.39	11.56	13.53	1.43	7.45	9	5.57	9.32	6.61	1.14	6.6	3.91	3.92	6.47	4.68	12.23	6.85	12.24	39.66	46.51	0.54
AA87	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	3.93	4.21	3.53	3.51	11.19	4.38	7.1	9.29	13.51	14.24	1.62	8.13	9.33	6.04	11.75	6.93	1.74	8.51	3.35	5.55	6.61	5.17	15.16	9.33	15.03	39.56	48.89	2.49
AA88	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	3.89	4.27	3.34	3.29	12.05	4.91	6.97	9.69	15.16	14.68	2.11	NA	10.67	6.03	12.66	7.06	1.75	8.41	3.51	5.86	7.58	5.29	13.78	8.54	13.48	46.05	54.59	4.33
AA89	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	3.84	4.11	2.94	3.05	10.57	3.77	6.48	8.65	13.48	13.24	1.76	8.52	10.23	6.41	9.58	7.64	1.6	7.09	3.37	5.05	7.91	5.1	13.2	6.94	NA	44	50.94	3.05
AA90	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	3.72	3.57	2.69	2.55	9.72	3.69	6.16	8.2	12.94	11.98	1.46	7.12	8.91	5.51	9.6	7.1	1.55	6.78	3.05	4.15	7.43	4.57	12.07	6.53	NA	39.86	46.39	5
AA91	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	5.03	4.62	3.8	4.39	12.63	4.88	7.68	11.03	18.94	15.48	2.3	11.26	10.97	7.57	14.6	8.75	2.3	10.18	4.79	6.4	8.98	6.64	16.85	8.23	NA	54.67	62.9	9.5
BB03	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi 	Huanjiang	25.06	107.98	September	2016	Hu3	Developed	Sub-Terminal	forked	NA	3.79	4.74	3.95	3.43	11.03	4.35	6.68	9.37	18.94	14.14	1.97	9.95	10.32	6.64	14.75	8.84	2.42	10.95	5	7.47	9.05	6.88	NA	8.31	NA	51.01	59.32	17.3
BB04	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi 	Huanjiang	25.06	107.98	September	2016	Hu3	Developed	Sub-Terminal	forked	NA	3.44	2.73	2.53	1.95	7.36	2.96	4.7	6.24	13.17	10.38	1.3	5.19	8.84	4.05	8.73	4.4	1.24	6.06	2.91	4.22	4.13	3.84	NA	NA	NA	36.63	NA	5.07
BB13	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi 	Huanjiang	25.06	107.98	September	2016	Hu3	Developed	Sub-Terminal	forked	NA	3.39	3.3	2.94	2.5	9.12	3.7	5.73	7.58	11.49	12.37	1.42	7.41	10.6	6.16	10.21	6.63	1.33	7.73	2.71	5.09	6.56	4.49	NA	NA	NA	39.6	NA	4.02
BB16	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi 	Huanjiang	25.06	107.98	September	2016	Hu3	Developed	Sub-Terminal	forked	NA	2.7	2.33	2.11	1.74	7.39	2.51	4.55	5.83	10.18	9.25	1.23	5.07	7.01	4.14	8.16	4.5	1.4	5.96	2.58	4.07	5.62	3.78	NA	NA	NA	30.84	NA	3.54
BB17	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	25.06	107.96	September	2016	Hu1	Developed	Sub-Terminal	forked	NA	3.97	6.41	5.28	4	16.16	6.89	9.7	13.24	26.11	20.32	2.67	14.6	12.24	9.41	20.36	11.72	2.7	16.11	7.41	11.09	11.9	10.16	20.01	10.68	19.97	73.56	84.24	34.18
BB18	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.48	10.39	8.14	5.71	21.01	8.7	11.74	16.89	31.81	25.27	4.34	15.71	NA	11.61	23.13	12.88	3.38	19.12	7.18	12.55	13.19	11.38	23.01	12.35	22.73	88.32	100.67	37.92
BB19	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.58	10.9	8.33	7.64	24.97	8.82	15.37	20.79	38.8	33.36	5	20.55	18.01	13.13	31.71	15.72	3.36	24.54	9.67	15.39	16.65	14.01	27.63	15.52	29.57	115.97	131.49	17.48
BB20	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.49	9.35	7	6.37	21.23	7.85	13.01	18.33	35.75	27.74	4.35	15.74	NA	16.31	NA	14.77	3.63	NA	10.3	13.47	12.41	11.39	NA	12.77	NA	96.52	109.29	73.37
BB21	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.57	9.42	6.62	6.6	20.05	7.9	12.14	17.32	37.81	26.73	3.63	15.93	15.91	11.32	25.23	13.94	5.09	21.91	8.98	14.35	15.02	11.72	NA	13.24	24.95	100.33	113.57	35.58
BB22	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.05	11.11	8.57	8.19	23.59	9.55	14.01	19.06	39.11	33.05	5.75	23.13	20.86	17.38	29.99	16.28	4.54	20.84	9.62	16.01	18.26	12.96	30.16	14.89	31.15	111.27	126.16	49.75
BB23	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.84	10.31	8.21	7.13	22.27	8.33	13.65	19.22	34.24	30.75	3.35	19.41	19.68	16.65	26.1	14.85	3.49	18.39	10.78	14.19	16.93	12.08	26.69	14.66	27.05	101.1	115.76	25.19
BB24	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	25.06	107.96	September	2016	Hu1	Developed	Sub-Terminal	forked	NA	4.57	8.45	7.14	5.03	19.67	8.95	13.26	18.65	34.25	26.53	4.47	18.87	16.7	11.22	31.09	14.75	4.62	23.71	8.36	14.9	16.99	14.13	25.22	13.02	26.13	97.9	110.92	62.58
BB25	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.27	11.76	8.43	8.54	23.66	9.64	14.38	19.75	32.84	33.57	4.27	21.14	27.27	13.87	28.49	16.02	4.07	19.66	10.65	13.85	17.96	13.79	29.78	15.78	31.34	113.42	129.2	11.79
BB26	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.26	10.38	7.86	6.98	23.28	9.55	14	19.96	36.33	31.07	4.2	20.69	18.43	13.41	29.36	14.68	4.67	23.32	9.29	14.78	16.75	12.59	28.55	14.07	28.07	105.6	119.67	48.77
BB27	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.9	11.52	8.82	8.06	24.38	9.87	14.08	18.73	36.3	32.57	4.3	21.58	18.9	14.62	29.23	14.18	3.61	21.4	10.05	12.95	15.8	12.67	26.71	15.4	28.86	110.22	125.62	14.54
BB28	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	4.77	8.67	7.5	6.21	20.78	8.18	12.55	16.79	33.56	27.85	3.73	16.95	17.06	13.86	24.25	11.27	3.66	18.83	9.86	12.94	14.21	11.95	25.79	NA	26.04	93.7	NA	48.54
BB29	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.42	9.38	7.58	6.17	19.86	6.71	11.7	16.19	26.91	26.3	3.69	18	21.56	15.3	21.79	14.81	4.29	16.75	8.66	11.72	13.64	10.92	24.23	12.15	25.91	94.11	106.26	12.37
BB30	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	25.06	107.96	September	2016	Hu1	Developed	Sub-Terminal	forked	NA	5.24	8.89	7.81	4.96	20.92	9.09	12.29	19	35.41	27.24	4.64	18.31	18.93	10.24	33.25	15.8	4.64	26.13	7.77	15.48	13.75	13.96	25.56	11.41	25.77	102.25	113.66	79.71
BB31	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.16	11.2	8.21	8.11	23.15	8.26	13.9	20.14	38.22	32.2	4.95	22.18	19.98	13.91	29.04	16.82	4.29	26.3	9.59	14.89	17.55	13.27	29.65	16.93	27.84	111.51	128.44	43.15
BB32	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	25.06	107.96	September	2016	Hu1	Developed	Sub-Terminal	forked	NA	4.66	8.25	6.68	4.31	19.32	8.21	11.82	17.29	36.17	24.79	4.19	18.41	15.55	10.53	31.9	14.17	4.2	25.01	7.23	15.48	13.41	13.74	24.96	12.72	24.26	96.78	109.5	80.66
BB33	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.67	10.24	6.96	7.42	21.51	8.31	12.93	17.99	33.54	27.57	3.38	18.95	20.22	14.02	27.67	15.64	3.12	19.83	8.33	13.51	12.84	11.24	25.85	14.71	26.71	100.56	115.27	8.57
BB34	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.03	12.73	11.6	8.02	26.57	11.25	17.25	22.76	41.25	35.2	4.31	20.44	19.51	14.93	26.95	17.71	5.69	21.05	10.72	14.85	19.9	14	31.65	14.37	30.98	119.46	133.83	36.58
BB35	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.36	10.73	9.05	7.28	22.91	9.85	14.67	19.09	38.73	33.06	3.83	19.06	14.38	12.69	28.8	14.8	3.98	22.29	8.56	15.15	15.83	13.44	28.56	12.4	29.1	103.99	116.39	70.18
BB36	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.55	10.28	8.84	6.94	22.57	9.71	13.5	19.73	38.04	29.38	4.83	18.98	18.07	14.02	29.61	15.27	4.4	20.98	9.34	15.1	13.97	12.99	26.49	16.59	26.5	108.25	124.84	28.62
BB37	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.69	12.46	8.87	8.6	26.06	9.35	14.97	21.4	41.56	35.01	4.8	21.63	NA	14.64	31.18	15.85	4.11	23.44	9.06	16.12	15.82	14.45	29.17	15.9	31.28	117.33	133.23	58.53
BB38	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	4.59	11.06	7.34	6.38	23.17	9.97	13.64	18.9	34.75	29.42	4.3	19.36	19.27	14.26	24.18	14.31	4.35	19.19	8.87	13.72	12.77	13.29	27.74	15.19	26.93	104.07	119.26	21.82
BB39	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.72	11.12	9.98	8.1	25.73	10.9	15.54	21.24	39.08	34.48	4.61	20.49	18.36	13.38	29.81	15.63	5.33	23.11	8.82	15.1	15.42	14	28.39	13.13	27.69	114.62	127.75	31.27
BB40	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.73	12.37	10.34	8.18	26.1	11.09	14.74	21.9	38.27	33.75	4.68	21.44	18.68	14.51	29.5	17.06	5.27	22.37	9.45	14.82	16.79	13.96	28.06	14.11	28.88	109.32	123.43	26.72
BB41	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.46	9.4	7.88	7.12	22.03	8.56	12.79	19.07	39.13	29.51	4.9	19.11	17.91	13.33	26.89	15.41	3.69	21.56	11.28	14.82	14.99	12.85	25.75	14.56	26.42	107.13	121.69	29.14
BB42	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.89	11.29	9.2	8	25.17	10.19	14.78	20.41	34.67	34.13	3.85	20.54	24.38	18.17	25.15	16.32	4.37	21.31	9.27	14.43	17.46	12.69	26.16	14.44	26.07	109.98	124.42	45.22
BB43	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.31	9.13	8.37	6.25	20.25	8.93	13.36	19	29.98	26.55	4	15.34	17.07	15.25	26.36	13.29	4.71	19.7	9.7	13.72	16.37	11.41	23.72	12.16	23.63	95.22	107.38	15.05
BB44	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.39	10.61	9.59	8.65	23.76	8.74	14.43	20.79	42.23	31.77	4.68	23.64	19.85	14.49	32.73	17.17	5.85	25.28	10.91	16.37	16.88	15.08	30.95	14.35	30.32	118.12	132.47	48.16
BB45	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.2	9.82	7.94	6.14	21.99	8.85	13.04	17.48	31.36	31.72	4.01	19.09	NA	13.16	27.87	14.96	3.47	21.62	9.76	13.82	14.86	13.02	26.64	12.9	25.98	100.77	113.67	14.83
BB46	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	6.54	11.38	9.38	8.91	26.39	11.03	16.04	20.56	38.77	34.98	3.96	22.21	19.88	14.25	29.9	16.79	4.83	22.81	10.04	14.46	18.07	14	26.23	15.69	29.34	115.39	131.08	25.02
BB47	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.91	11.8	9.13	7.7	25.93	10.2	15.37	21.27	32.18	35.08	4.84	23.62	24.31	20.43	29.06	16.81	4.85	22.41	10.95	15.35	16.85	14.36	30.88	14.81	32.01	115.9	130.71	28.74
BB48	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	3.9	4.35	5.11	3.89	19.94	4.68	8.2	11.8	19.08	15.46	2.27	9.87	11.16	8.02	13.21	8.97	2.08	9.89	4.76	7.18	9.14	6.64	14.92	8.91	NA	56.61	65.52	8.12
BB49	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	4.94	8.52	6.91	5.91	20.3	7.42	13.33	17.8	34.28	26.4	3.78	16.81	18.14	13.89	26.52	13.28	3.58	21.76	10.24	14.81	15.71	12.02	24.21	13.19	23.69	99.75	112.94	32.43
BB50	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.62	10.61	7.21	7.07	23.37	8.49	13.3	19.39	29.54	30.12	3.96	20.79	13.05	4.28	24.57	14.06	4.02	17.76	7.59	12.82	15.88	10.9	27.64	13.53	26.49	104.35	117.88	9.33
BB51	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.82	11.02	8.81	7.5	23.95	9	13.56	19.25	35.53	30.78	3.72	21.34	17.09	13.09	29.01	16.51	5.08	20.05	7.62	14.82	14.05	12.34	28.56	13.77	28.5	102.64	116.41	32.44
BB52	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.71	10.75	8	6.92	22.17	9.3	13.47	18.89	38.45	28.16	4.11	18.47	15.7	11.86	26.14	13.86	3.7	21.11	8.44	14.36	15.65	12.12	29.38	17.56	28.03	98.01	115.57	72.29
BB53	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.63	10	7.21	7.23	21.31	8.01	12.53	18.06	37.12	27.67	3.67	19.14	15.12	12.55	27.86	13.73	4.1	21.22	8.94	13.53	14.1	12.23	23.79	11.37	25.07	98.89	110.26	42.99
BB54	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.2	10.01	7.66	6.27	21.43	7.81	12.34	17.6	37.08	26.07	3.87	20.01	19.69	14	26.76	14.6	4.1	20.24	7.53	14.5	13.51	13.13	26.87	13.56	24.44	98.58	112.14	65.57
BB55	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.58	10.16	7.12	6.85	21.08	6.97	12.7	18.64	35.24	28.1	3.8	19.11	19.84	13.4	25.93	13.81	4.13	20.5	8.7	12.98	16.43	11.87	26.19	13.86	25.29	98.92	112.78	55.57
BB56	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.78	11.34	7.83	7.94	21.85	8.53	13.15	18.14	36.5	30.82	3.86	20.09	16.32	18.88	27.99	14.76	4.85	20.86	8.61	14.79	14.3	11.94	26.55	12.89	27.21	101.26	114.15	24.73
BB58	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.35	8.57	5.92	5.66	19.53	8.03	12.68	16.92	32.6	26.62	3.53	16.1	18.27	13.75	26.28	13.96	4.8	20.63	8.21	13.36	13.79	11.67	22.98	13.83	23.24	92.72	106.55	44.93
BB59	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.97	10.7	10.93	5.85	24.1	12.35	17.2	22.02	31.43	31.28	4.42	19.15	20.62	16.28	26.43	15.08	5.48	21.07	8.01	14.66	13.68	12.39	26.29	14.79	NA	103.48	118.27	21.87
BB60	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.08	11.34	7.39	6.67	24.08	8.62	13.24	18.68	37.42	30.19	3.99	21.25	17.18	14.02	25.8	17.06	4.91	19.42	7.71	13.14	14.39	12.69	28.72	12.96	26.7	102.13	115.09	53.71
BB61	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.02	9.09	7.41	6.31	20.3	7.78	12.16	16.71	29.57	25.86	3.34	17.66	17.16	11.39	23.21	13.99	4.36	17.38	7.18	12.65	12.33	10.79	26.92	11.76	26.6	90.36	102.12	17.99
BB62	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.36	9.33	7.49	6.27	21.83	8.56	12.69	18.52	31.42	27.59	3.71	19.47	20.93	13.21	25.01	13.15	3.82	20.18	6.92	14.23	13.14	10.64	24.84	15.49	25.57	100.19	115.68	12.45
BB63	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.66	11.66	7.5	7.03	23.72	9.26	13.35	18.54	31.87	30.69	3.5	19.83	20.85	12.47	25.6	14.89	4.08	18.56	8.45	13.31	16.49	11.7	26.81	15.58	26.08	103.05	118.63	21.52
BB64	Cyprinidae	Sinocyclocheilus	qiubeiensis	China	Yannan	Qiubei	24.05	104.12	June	2016	Qi1	Developed	Sub-Terminal	forked	NA	5.45	10.61	7.38	7.08	24.2	9	13.02	18.99	34.98	28.37	4.61	19.03	15.99	13.14	24.77	15.64	4.52	19.49	7.45	13.23	13.09	12.45	24.8	14.01	25.43	101.25	115.26	11.66
BB65	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.56	106.89	July	2019	Mi1	Reduced	Sub-Terminal	forked	6.71	1.24	7.6	5.7	3.69	19.88	6.36	7.78	14	26.65	23.42	3.72	22.91	18.44	14.69	26.39	17.51	3.7	18.83	8.95	11.27	14.08	11.65	23.08	10.69	23.35	87.67	98.36	41.23
BB66	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	August	2017	Br1	Developed	Sub-Terminal	forked	11.23	5.14	10.64	12.82	11.24	30.73	12.36	18.93	30.43	56.01	43.81	5.86	38.63	30.59	20.62	56.44	23.21	6.53	40.54	10.7	25.34	22.05	19.67	NA	16.42	39.33	156.11	172.53	211.62
BB67	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	August	2017	Br1	Developed	Sub-Terminal	forked	11.76	4.62	10.47	11.22	6.46	26.5	NA	19.81	27.44	51.34	39.17	5.67	32.96	28.66	19.89	56.59	23.75	6.7	44.08	12.05	25.87	22.76	21.35	38.48	18.85	35.56	139.8	158.64	160.44
BB68	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	12.64	3.33	15.81	13.8	11.5	33.05	11.94	19.55	26.98	58.77	45.48	6.87	40.05	26.61	21.71	51.5	22.02	7.77	38.33	14.41	23.68	22.05	21.8	30.5	14.84	34.12	153.56	168.4	313.26
